USPS,FIPS,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                    
SD,46087,1265773,McCook County,1487182118,6898514,574.204,2.664,43.678924,-97.362036
SD,46089,1265762,McPherson County,2943893701,38569614,1136.644,14.892,45.784249,-99.211421
SD,46091,1265759,Marshall County,2170582034,124728714,838.066,48.158,45.737053,-97.580884
SD,46093,1266991,Meade County,8989806533,30728963,3470.984,11.865,44.606791,-102.715864
SD,46095,1267177,Mellette County,3385906793,9219683,1307.306,3.56,43.58493,-100.760598
SD,46097,1265777,Miner County,1477098731,4196127,570.311,1.62,44.017327,-97.60979
SD,46099,1265772,Minnehaha County,2090501559,17395122,807.147,6.716,43.667472,-96.795726
SD,46101,1265775,Moody County,1345204308,3679400,519.386,1.421,44.012429,-96.676054
SD,46103,1266995,Pennington County,7191239757,19966766,2776.553,7.709,44.002349,-102.823801
SD,46105,1266990,Perkins County,7434504648,50539670,2870.478,19.513,45.483387,-102.467995
SD,46107,1265761,Potter County,2230341155,97192749,861.14,37.526,45.064276,-99.949631
SD,46109,1265786,Roberts County,2851684211,89947260,1101.041,34.729,45.623397,-96.947551
SD,46111,1266977,Sanborn County,1474533498,2992621,569.321,1.155,44.021032,-98.092105
SD,46113,1266992,Shannon County,5423170067,7126231,2093.898,2.751,43.341937,-102.55948
SD,46115,1266987,Spink County,3895148120,15062276,1503.925,5.816,44.931034,-98.339644
SD,46117,1266998,Stanley County,3741062251,188383699,1444.432,72.735,44.415547,-100.749163
SD,46119,1266982,Sully County,2607645054,164383562,1006.817,63.469,44.722325,-100.131399
SD,46121,1266989,Todd County,3596342315,5854569,1388.556,2.26,43.208172,-100.717204
SD,46123,1265784,Tripp County,4176215610,13272789,1612.446,5.125,43.349729,-99.876219
SD,46125,1265770,Turner County,1598169823,1650289,617.057,0.637,43.30867,-97.150185
SD,46127,1265763,Union County,1192797818,17060467,460.542,6.587,42.831106,-96.650829
SD,46129,1266973,Walworth County,1835343493,93214930,708.63,35.99,45.427605,-100.027856
SD,46135,1266975,Yankton County,1349807412,28629262,521.164,11.054,43.006607,-97.388339
SD,46137,1266993,Ziebach County,5079670231,24212483,1961.272,9.348,44.981666,-101.669224
TN,47001,1639722,Anderson County,873245292,19771988,337.162,7.634,36.116731,-84.195418
TN,47003,1639723,Bedford County,1226710123,2983154,473.635,1.152,35.51366,-86.458294
TN,47005,1639724,Benton County,1020822586,109009079,394.142,42.089,36.069253,-88.071212
TN,47007,1639725,Bledsoe County,1052635810,838365,406.425,0.324,35.593668,-85.205979
TN,47009,1639726,Blount County,1447041818,20307831,558.706,7.841,35.688185,-83.922973
TN,47011,1639727,Bradley County,851489045,6959355,328.762,2.687,35.153914,-84.859414
TN,47013,1639728,Campbell County,1243689525,46503453,480.191,17.955,36.401592,-84.159249
TN,47015,1648572,Cannon County,687991703,156872,265.635,0.061,35.808394,-86.062404
TN,47017,1639729,Carroll County,1552055889,2144122,599.252,0.828,35.967896,-88.451659
TN,47019,1639730,Carter County,883711484,16656931,341.203,6.431,36.284744,-82.126593
TN,47021,1639731,Cheatham County,783308267,11964151,302.437,4.619,36.25518,-87.100816
TN,47023,1639732,Chester County,740052043,575590,285.736,0.222,35.416639,-88.605505
TN,47025,1639733,Claiborne County,1125555951,18116086,434.58,6.995,36.501557,-83.660723
TN,47027,1648573,Clay County,612626617,59071040,236.536,22.807,36.545765,-85.545718
TN,47029,1639734,Cocke County,1125518964,22196995,434.565,8.57,35.916198,-83.119223
TN,47031,1639735,Coffee County,1110993322,14496456,428.957,5.597,35.488759,-86.078219
TN,47033,1648574,Crockett County,687731312,529234,265.535,0.204,35.811312,-89.135349
TN,47035,1639736,Cumberland County,1763847584,9825917,681.025,3.794,35.952398,-84.994761
TN,47037,1639737,Davidson County,1305438546,56749226,504.033,21.911,36.169129,-86.78479
TN,47039,1639739,Decatur County,864654041,28588845,333.845,11.038,35.603422,-88.107384
TN,47041,1639738,DeKalb County,788253896,63816416,304.347,24.64,35.98222,-85.833596
TN,47043,1639740,Dickson County,1268824458,3688818,489.896,1.424,36.145533,-87.364155
TN,47045,1639741,Dyer County,1326920403,36780572,512.327,14.201,36.054196,-89.398306
TN,47047,1639742,Fayette County,1825386659,3762451,704.786,1.453,35.196993,-89.413803
TN,47049,1639743,Fentress County,1291399079,829338,498.612,0.32,36.376078,-84.932703
TN,47051,1639744,Franklin County,1436257485,54890094,554.542,21.193,35.155926,-86.099203
TN,47053,1639745,Gibson County,1561094821,2353199,602.742,0.909,35.991694,-88.933776
TN,47055,1639746,Giles County,1582292854,642569,610.927,0.248,35.202723,-87.035319
TN,47057,1648575,Grainger County,726751601,56614954,280.6,21.859,36.277463,-83.509493
TN,47059,1639747,Greene County,1611399661,5056718,622.165,1.952,36.178998,-82.847746
TN,47061,1639748,Grundy County,933778866,1522451,360.534,0.588,35.387273,-85.722188
TN,47063,1648576,Hamblen County,417450989,37877929,161.179,14.625,36.218397,-83.266071
TN,47065,1639749,Hamilton County,1404890184,86631783,542.431,33.449,35.159186,-85.202296
TN,47067,1648577,Hancock County,575858117,2984311,222.34,1.152,36.52142,-83.227453
TN,47069,1639750,Hardeman County,1729510170,6768412,667.768,2.613,35.218131,-88.989037
TN,47071,1639751,Hardin County,1495246952,49148746,577.318,18.976,35.201893,-88.185696
TN,47073,1639752,Hawkins County,1261259454,32691660,486.975,12.622,36.452206,-82.931386
TN,47075,1639753,Haywood County,1380753077,2457129,533.112,0.949,35.58669,-89.282536
TN,47077,1639754,Henderson County,1346982937,15049181,520.073,5.811,35.653994,-88.387674
TN,47079,1639755,Henry County,1455823082,81118140,562.096,31.32,36.325398,-88.300384
TN,47081,1639756,Hickman County,1586365395,332916,612.499,0.129,35.802396,-87.467114
TN,47083,1648578,Houston County,518739541,17322109,200.286,6.688,36.285777,-87.705605
TN,47085,1639757,Humphreys County,1375232049,66620771,530.98,25.722,36.04044,-87.790625
TN,47087,1639758,Jackson County,798545703,29019623,308.32,11.205,36.354242,-85.674182
TN,47089,1639759,Jefferson County,709858548,104186904,274.078,40.227,36.048479,-83.440966
TN,47091,1639760,Johnson County,773046157,11001626,298.475,4.248,36.453203,-81.861237
TN,47093,1639761,Knox County,1316271254,45715161,508.215,17.651,35.992726,-83.937721
TN,47095,1639762,Lake County,429379130,72802129,165.784,28.109,36.333905,-89.485536
TN,47097,1639763,Lauderdale County,1222453808,92173871,471.992,35.589,35.762951,-89.627732
TN,47099,1639764,Lawrence County,1598355330,2229584,617.128,0.861,35.220476,-87.396546
TN,47101,1639765,Lewis County,730608109,1031587,282.089,0.398,35.523244,-87.496983
TN,47103,1639766,Lincoln County,1477169515,990366,570.338,0.382,35.142532,-86.593388
TN,47105,1639767,Loudon County,593665426,47019542,229.216,18.154,35.73745,-84.316204
TN,47107,1639773,McMinn County,1114018337,5331264,430.125,2.058,35.424471,-84.619962
TN,47109,1639774,McNairy County,1457801922,1947871,562.86,0.752,35.175626,-88.564671
TN,47111,1639768,Macon County,795498380,246691,307.144,0.095,36.537838,-86.001231
TN,47113,1639769,Madison County,1442926509,3908964,557.117,1.509,35.606056,-88.833424
TN,47115,1639770,Marion County,1290227262,36501967,498.16,14.093,35.133422,-85.618399
TN,47117,1639771,Marshall County,972437127,1801806,375.46,0.696,35.468387,-86.765886
TN,47119,1639772,Maury County,1588021250,6319194,613.138,2.44,35.615696,-87.077763
TN,47121,1639775,Meigs County,505362806,56013385,195.122,21.627,35.503397,-84.823888
TN,47123,1639776,Monroe County,1646104693,44013070,635.565,16.994,35.447666,-84.249786
TN,47125,1639777,Montgomery County,1396461566,12050596,539.177,4.653,36.500354,-87.380887
TN,47127,1648579,Moore County,334684959,3093426,129.223,1.194,35.288888,-86.358684
TN,47129,1639778,Morgan County,1352440400,809723,522.18,0.313,36.138697,-84.639262
TN,47131,1639779,Obion County,1410839429,27916074,544.728,10.778,36.358175,-89.150175
